year_month,direction_code,NZ_area,Count,geo_level,period
2016-11,A,Masterton District,654,Territorial authority areas,Monthly
2016-12,A,Masterton District,384,Territorial authority areas,Monthly
2017-01,A,Masterton District,672,Territorial authority areas,Monthly
2017-02,A,Masterton District,405,Territorial authority areas,Monthly
2017-03,A,Masterton District,522,Territorial authority areas,Monthly
2017-04,A,Masterton District,627,Territorial authority areas,Monthly
2017-05,A,Masterton District,645,Territorial authority areas,Monthly
2017-06,A,Masterton District,744,Territorial authority areas,Monthly
2017-07,A,Masterton District,1101,Territorial authority areas,Monthly
2017-08,A,Masterton District,945,Territorial authority areas,Monthly
2017-09,A,Masterton District,828,Territorial authority areas,Monthly
2017-10,A,Masterton District,972,Territorial authority areas,Monthly
2017-11,A,Masterton District,648,Territorial authority areas,Monthly
2017-12,A,Masterton District,396,Territorial authority areas,Monthly
2018-01,A,Masterton District,699,Territorial authority areas,Monthly
2018-02,A,Masterton District,405,Territorial authority areas,Monthly
2018-03,A,Masterton District,585,Territorial authority areas,Monthly
2018-04,A,Masterton District,666,Territorial authority areas,Monthly
2018-05,A,Masterton District,687,Territorial authority areas,Monthly
2018-06,A,Masterton District,810,Territorial authority areas,Monthly
2018-07,A,Masterton District,1158,Territorial authority areas,Monthly
2018-08,A,Masterton District,1062,Territorial authority areas,Monthly
2018-09,A,Masterton District,918,Territorial authority areas,Monthly
2018-10,A,Masterton District,1056,Territorial authority areas,Monthly
2018-11,A,Masterton District,660,Territorial authority areas,Monthly
2018-12,A,Masterton District,504,Territorial authority areas,Monthly
2019-01,A,Masterton District,777,Territorial authority areas,Monthly
2019-02,A,Masterton District,495,Territorial authority areas,Monthly
2019-03,A,Masterton District,615,Territorial authority areas,Monthly
2019-04,A,Masterton District,768,Territorial authority areas,Monthly
2019-05,A,Masterton District,825,Territorial authority areas,Monthly
2019-06,A,Masterton District,852,Territorial authority areas,Monthly
2015-01,A,Matamata-Piako District,777,Territorial authority areas,Monthly
2015-02,A,Matamata-Piako District,456,Territorial authority areas,Monthly
2015-03,A,Matamata-Piako District,741,Territorial authority areas,Monthly
2015-04,A,Matamata-Piako District,1011,Territorial authority areas,Monthly
2015-05,A,Matamata-Piako District,1164,Territorial authority areas,Monthly
2015-06,A,Matamata-Piako District,1266,Territorial authority areas,Monthly
2015-07,A,Matamata-Piako District,1152,Territorial authority areas,Monthly
2015-08,A,Matamata-Piako District,987,Territorial authority areas,Monthly
2015-09,A,Matamata-Piako District,852,Territorial authority areas,Monthly
2015-10,A,Matamata-Piako District,1140,Territorial authority areas,Monthly
2015-11,A,Matamata-Piako District,813,Territorial authority areas,Monthly
2015-12,A,Matamata-Piako District,549,Territorial authority areas,Monthly
2016-01,A,Matamata-Piako District,804,Territorial authority areas,Monthly
2016-02,A,Matamata-Piako District,513,Territorial authority areas,Monthly
2016-03,A,Matamata-Piako District,732,Territorial authority areas,Monthly
2016-04,A,Matamata-Piako District,846,Territorial authority areas,Monthly
2016-05,A,Matamata-Piako District,1062,Territorial authority areas,Monthly
2016-06,A,Matamata-Piako District,1203,Territorial authority areas,Monthly
2016-07,A,Matamata-Piako District,1248,Territorial authority areas,Monthly
2016-08,A,Matamata-Piako District,924,Territorial authority areas,Monthly
2016-09,A,Matamata-Piako District,951,Territorial authority areas,Monthly
2016-10,A,Matamata-Piako District,1200,Territorial authority areas,Monthly
2016-11,A,Matamata-Piako District,939,Territorial authority areas,Monthly
2016-12,A,Matamata-Piako District,684,Territorial authority areas,Monthly
2017-01,A,Matamata-Piako District,912,Territorial authority areas,Monthly
2017-02,A,Matamata-Piako District,621,Territorial authority areas,Monthly
2017-03,A,Matamata-Piako District,756,Territorial authority areas,Monthly
2017-04,A,Matamata-Piako District,1020,Territorial authority areas,Monthly
2017-05,A,Matamata-Piako District,1134,Territorial authority areas,Monthly
2017-06,A,Matamata-Piako District,1347,Territorial authority areas,Monthly
2017-07,A,Matamata-Piako District,1500,Territorial authority areas,Monthly
2017-08,A,Matamata-Piako District,1089,Territorial authority areas,Monthly
2017-09,A,Matamata-Piako District,1092,Territorial authority areas,Monthly
2017-10,A,Matamata-Piako District,1335,Territorial authority areas,Monthly
2017-11,A,Matamata-Piako District,909,Territorial authority areas,Monthly
2017-12,A,Matamata-Piako District,738,Territorial authority areas,Monthly
2018-01,A,Matamata-Piako District,1086,Territorial authority areas,Monthly
2018-02,A,Matamata-Piako District,618,Territorial authority areas,Monthly
2018-03,A,Matamata-Piako District,855,Territorial authority areas,Monthly
2018-04,A,Matamata-Piako District,1059,Territorial authority areas,Monthly
2018-05,A,Matamata-Piako District,1275,Territorial authority areas,Monthly
2018-06,A,Matamata-Piako District,1539,Territorial authority areas,Monthly
2018-07,A,Matamata-Piako District,1629,Territorial authority areas,Monthly
2018-08,A,Matamata-Piako District,1191,Territorial authority areas,Monthly
2018-09,A,Matamata-Piako District,1203,Territorial authority areas,Monthly
2018-10,A,Matamata-Piako District,1302,Territorial authority areas,Monthly
2018-11,A,Matamata-Piako District,942,Territorial authority areas,Monthly
2018-12,A,Matamata-Piako District,792,Territorial authority areas,Monthly
2019-01,A,Matamata-Piako District,1074,Territorial authority areas,Monthly
2019-02,A,Matamata-Piako District,633,Territorial authority areas,Monthly
2019-03,A,Matamata-Piako District,915,Territorial authority areas,Monthly
2019-04,A,Matamata-Piako District,1164,Territorial authority areas,Monthly
2019-05,A,Matamata-Piako District,1353,Territorial authority areas,Monthly
2019-06,A,Matamata-Piako District,1557,Territorial authority areas,Monthly
2015-01,A,New Plymouth District,2724,Territorial authority areas,Monthly
2015-02,A,New Plymouth District,1599,Territorial authority areas,Monthly
2015-03,A,New Plymouth District,2136,Territorial authority areas,Monthly
2015-04,A,New Plymouth District,2727,Territorial authority areas,Monthly
2015-05,A,New Plymouth District,2583,Territorial authority areas,Monthly
2015-06,A,New Plymouth District,2850,Territorial authority areas,Monthly
2015-07,A,New Plymouth District,3540,Territorial authority areas,Monthly
2015-08,A,New Plymouth District,2928,Territorial authority areas,Monthly
2015-09,A,New Plymouth District,2928,Territorial authority areas,Monthly
2015-10,A,New Plymouth District,3618,Territorial authority areas,Monthly
2015-11,A,New Plymouth District,2415,Territorial authority areas,Monthly
2015-12,A,New Plymouth District,1731,Territorial authority areas,Monthly
2016-01,A,New Plymouth District,2817,Territorial authority areas,Monthly
2016-02,A,New Plymouth District,1686,Territorial authority areas,Monthly
2016-03,A,New Plymouth District,1860,Territorial authority areas,Monthly
2016-04,A,New Plymouth District,2553,Territorial authority areas,Monthly
2016-05,A,New Plymouth District,2682,Territorial authority areas,Monthly
2016-06,A,New Plymouth District,2856,Territorial authority areas,Monthly
2016-07,A,New Plymouth District,3603,Territorial authority areas,Monthly
2016-08,A,New Plymouth District,2958,Territorial authority areas,Monthly
2016-09,A,New Plymouth District,3075,Territorial authority areas,Monthly
2016-10,A,New Plymouth District,3651,Territorial authority areas,Monthly
2016-11,A,New Plymouth District,2433,Territorial authority areas,Monthly
2016-12,A,New Plymouth District,1632,Territorial authority areas,Monthly
2017-01,A,New Plymouth District,2889,Territorial authority areas,Monthly
2017-02,A,New Plymouth District,1701,Territorial authority areas,Monthly
2017-03,A,New Plymouth District,2082,Territorial authority areas,Monthly
2017-04,A,New Plymouth District,2637,Territorial authority areas,Monthly
2017-05,A,New Plymouth District,2790,Territorial authority areas,Monthly
2017-06,A,New Plymouth District,2910,Territorial authority areas,Monthly
2017-07,A,New Plymouth District,3711,Territorial authority areas,Monthly
2017-08,A,New Plymouth District,3246,Territorial authority areas,Monthly
2017-09,A,New Plymouth District,3210,Territorial authority areas,Monthly
2017-10,A,New Plymouth District,4182,Territorial authority areas,Monthly
2017-11,A,New Plymouth District,2697,Territorial authority areas,Monthly
2017-12,A,New Plymouth District,1830,Territorial authority areas,Monthly
2018-01,A,New Plymouth District,3096,Territorial authority areas,Monthly
2018-02,A,New Plymouth District,1776,Territorial authority areas,Monthly
2018-03,A,New Plymouth District,2001,Territorial authority areas,Monthly
2018-04,A,New Plymouth District,2733,Territorial authority areas,Monthly
2018-05,A,New Plymouth District,2898,Territorial authority areas,Monthly
2018-06,A,New Plymouth District,3057,Territorial authority areas,Monthly
2018-07,A,New Plymouth District,4062,Territorial authority areas,Monthly
2018-08,A,New Plymouth District,3594,Territorial authority areas,Monthly
2018-09,A,New Plymouth District,3450,Territorial authority areas,Monthly
2018-10,A,New Plymouth District,4167,Territorial authority areas,Monthly
2018-11,A,New Plymouth District,2709,Territorial authority areas,Monthly
2018-12,A,New Plymouth District,1920,Territorial authority areas,Monthly
2019-01,A,New Plymouth District,3135,Territorial authority areas,Monthly
2019-02,A,New Plymouth District,1836,Territorial authority areas,Monthly
2019-03,A,New Plymouth District,2118,Territorial authority areas,Monthly
2019-04,A,New Plymouth District,2865,Territorial authority areas,Monthly
2019-05,A,New Plymouth District,3078,Territorial authority areas,Monthly
2019-06,A,New Plymouth District,3408,Territorial authority areas,Monthly
2015-01,A,Opotiki District,132,Territorial authority areas,Monthly
2015-02,A,Opotiki District,93,Territorial authority areas,Monthly
2015-03,A,Opotiki District,102,Territorial authority areas,Monthly
2015-04,A,Opotiki District,129,Territorial authority areas,Monthly
2015-05,A,Opotiki District,141,Territorial authority areas,Monthly
2015-06,A,Opotiki District,159,Territorial authority areas,Monthly
2015-07,A,Opotiki District,216,Territorial authority areas,Monthly
2015-08,A,Opotiki District,198,Territorial authority areas,Monthly
2015-09,A,Opotiki District,159,Territorial authority areas,Monthly
2015-10,A,Opotiki District,198,Territorial authority areas,Monthly
2015-11,A,Opotiki District,144,Territorial authority areas,Monthly
2015-12,A,Opotiki District,90,Territorial authority areas,Monthly
2016-01,A,Opotiki District,144,Territorial authority areas,Monthly
2016-02,A,Opotiki District,126,Territorial authority areas,Monthly
2016-03,A,Opotiki District,105,Territorial authority areas,Monthly
2016-04,A,Opotiki District,189,Territorial authority areas,Monthly
2016-05,A,Opotiki District,126,Territorial authority areas,Monthly
2016-06,A,Opotiki District,177,Territorial authority areas,Monthly
2016-07,A,Opotiki District,240,Territorial authority areas,Monthly
2016-08,A,Opotiki District,237,Territorial authority areas,Monthly
2016-09,A,Opotiki District,174,Territorial authority areas,Monthly
2016-10,A,Opotiki District,228,Territorial authority areas,Monthly
2016-11,A,Opotiki District,129,Territorial authority areas,Monthly
2016-12,A,Opotiki District,108,Territorial authority areas,Monthly
2017-01,A,Opotiki District,174,Territorial authority areas,Monthly
2017-02,A,Opotiki District,111,Territorial authority areas,Monthly
2017-03,A,Opotiki District,141,Territorial authority areas,Monthly
2017-04,A,Opotiki District,168,Territorial authority areas,Monthly
2017-05,A,Opotiki District,132,Territorial authority areas,Monthly
2017-06,A,Opotiki District,189,Territorial authority areas,Monthly
2017-07,A,Opotiki District,228,Territorial authority areas,Monthly
2017-08,A,Opotiki District,198,Territorial authority areas,Monthly
2017-09,A,Opotiki District,168,Territorial authority areas,Monthly
2017-10,A,Opotiki District,285,Territorial authority areas,Monthly
2017-11,A,Opotiki District,135,Territorial authority areas,Monthly
2017-12,A,Opotiki District,177,Territorial authority areas,Monthly
2018-01,A,Opotiki District,201,Territorial authority areas,Monthly
2018-02,A,Opotiki District,114,Territorial authority areas,Monthly
2018-03,A,Opotiki District,126,Territorial authority areas,Monthly
2018-04,A,Opotiki District,159,Territorial authority areas,Monthly
2018-05,A,Opotiki District,156,Territorial authority areas,Monthly
2018-06,A,Opotiki District,201,Territorial authority areas,Monthly
2018-07,A,Opotiki District,264,Territorial authority areas,Monthly
2018-08,A,Opotiki District,249,Territorial authority areas,Monthly
2018-09,A,Opotiki District,201,Territorial authority areas,Monthly
2018-10,A,Opotiki District,279,Territorial authority areas,Monthly
2018-11,A,Opotiki District,135,Territorial authority areas,Monthly
2018-12,A,Opotiki District,189,Territorial authority areas,Monthly
2019-01,A,Opotiki District,183,Territorial authority areas,Monthly
2019-02,A,Opotiki District,117,Territorial authority areas,Monthly
2019-03,A,Opotiki District,135,Territorial authority areas,Monthly
